ID,Intracellular Robustness,Extracellular Robustness,Topological Robustness,Total Robustness
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,0,0,0,0
95,0,0,0,0
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,0,0,0,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0.016003658,0.310204082,0.666666667,0.0033096
112,0.016003658,0.248979592,0.666666667,0.002656389
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0.005486968,0.321428571,0.666666667,0.001175779
118,0.005029721,0.363636364,0.666666667,0.001219326
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0.000304832,0.142857143,0.571428571,2.49E-05
136,0,0,0,0
137,0,0,0,0
138,0.01630849,0.364485981,0.714285714,0.004245869
139,0,0,0,0
140,0.015851242,0.270604396,0.714285714,0.003063868
141,0.014327084,0.200607903,0.857142857,0.002463537
142,0,0,0,0
143,0.001676574,0.220779221,0.642857143,0.000237955
144,0.008230453,0.420634921,0.714285714,0.002472869
145,0,0,0,0
146,0.007773205,0.280112045,0.714285714,0.001555263
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0.014784332,0.212076583,0.714285714,0.002239579
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0.012955342,0.205042017,0.714285714,0.001897421
163,0,0,0,0
164,0.000152416,0.142857143,0.571428571,1.24E-05
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0.011431184,0.340952381,0.714285714,0.002783921
169,0.011278768,0.301158301,0.714285714,0.00242621
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0.018289895,0.307142857,0.857142857,0.004815095
175,0.012650511,0.30464716,0.785714286,0.003028097
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0.000457247,0.19047619,0.6,5.23E-05
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0.047096479,0.214054554,0.733333333,0.007392892
202,0,0,0,0
203,0.000609663,0.178571429,0.466666667,5.08E-05
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0.011126353,0.297455969,0.666666667,0.0022064
227,0.011278768,0.245173745,0.666666667,0.001843505
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0.037799116,0.227534562,0.666666667,0.005733737
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0.004115226,0.19047619,0.666666667,0.000522568
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0.000152416,0.142857143,0.6,1.31E-05
244,0.001066911,0.306122449,0.666666667,0.000217737
245,0.000914495,0.238095238,0.533333333,0.000116126
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0.018594726,0.25175644,0.666666667,0.003120895
251,0.013565005,0.242375602,0.666666667,0.002191884
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0.000762079,0.371428571,0.666666667,0.000188705
263,0.000457247,0.238095238,0.666666667,7.26E-05
264,0.002743484,0.222222222,0.8,0.00048773
265,0,0,0,0
266,0.000457247,0.142857143,0.333333333,2.18E-05
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,0,0,0,0
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,0,0,0,0
280,0,0,0,0
281,0.000304832,0.285714286,0.6,5.23E-05
282,0.0028959,0.142857143,0.466666667,0.00019306
283,0.006401463,0.183673469,0.533333333,0.000627082
284,0.001524158,0.371428571,0.533333333,0.000301928
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0.015241579,0.182857143,0.733333333,0.002043823
298,0,0,0,0
299,0,0,0,0
300,0.004572474,0.147619048,0.666666667,0.00044999
301,0.006401463,0.217687075,0.6,0.000836109
302,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,0,0,0,0
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,0,0,0,0
311,0,0,0,0
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,0,0,0,0
325,0.008382868,0.296103896,0.666666667,0.0016548
326,0.008535284,0.295918367,0.6,0.001515448
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
330,0.014936747,0.204081633,0.8,0.002438653
331,0.001524158,0.157142857,0.666666667,0.000159674
332,0,0,0,0
333,0.0144795,0.183458647,0.666666667,0.001770926
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0.003505563,0.322981366,0.6,0.000679339
344,0.002743484,0.277777778,0.6,0.000457247
345,0,0,0,0
346,0.003657979,0.363095238,0.666666667,0.000885463
347,0.003810395,0.331428571,0.666666667,0.000841916
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0.000914495,0.142857143,0.666666667,8.71E-05
358,0.003962811,0.302197802,0.8,0.000958042
359,0.003962811,0.384615385,0.666666667,0.001016105
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0.008230453,0.214285714,0.666666667,0.001175779
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,0
376,0,0,0,0
377,0,0,0,0
378,0,0,0,0
379,0,0,0,0
380,0,0,0,0
381,0.007011126,0.288819876,0.642857143,0.001301755
382,0.007773205,0.24929972,0.642857143,0.001245766
383,0,0,0,0
384,0.000304832,0.142857143,0.571428571,2.49E-05
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0.010973937,0.259920635,0.642857143,0.001833655
392,0.010821521,0.291750503,0.642857143,0.002029618
393,0.029873495,0.298104956,0.857142857,0.007633232
394,0.006096632,0.232142857,0.714285714,0.001010921
395,0,0,0,0
396,0.000152416,0.142857143,0.5,1.09E-05
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0.000914495,0.166666667,0.642857143,9.80E-05
404,0.000609663,0.142857143,0.714285714,6.22E-05
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0.043895748,0.232142857,0.714285714,0.007278632
427,0,0,0,0
428,0,0,0,0
429,0.005944216,0.179487179,0.714285714,0.000762079
430,0,0,0,0
431,0,0,0,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,0,0,0,0
442,0.022709953,0.235858102,0.714285714,0.003825947
443,0.023624447,0.265437788,0.714285714,0.004479158
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
449,0,0,0,0
450,0.004877305,0.263392857,0.714285714,0.000917605
451,0.004572474,0.30952381,0.714285714,0.001010921
452,0,0,0,0
453,0,0,0,0
454,0.001676574,0.285714286,0.714285714,0.000342158
455,0.001219326,0.303571429,0.714285714,0.000264395
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0.000457247,0.238095238,0.714285714,7.78E-05
460,0,0,0,0
461,0,0,0,0
462,0.001371742,0.285714286,0.714285714,0.000279947
463,0.001371742,0.317460317,0.714285714,0.000311053
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0.003048316,0.15,0.466666667,0.000213382
475,0.005944216,0.194139194,0.533333333,0.000615469
476,0,0,0,0
477,0,0,0,0
478,0,0,0,0
479,0,0,0,0
480,0.0028959,0.157894737,0.466666667,0.000213382
481,0,0,0,0
482,0.002133821,0.163265306,0.466666667,0.000162577
483,0,0,0,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,0,0,0,0
519,0,0,0,0
520,0,0,0,0
521,0,0,0,0
522,0.004267642,0.193877551,0.6,0.00049644
523,0.007163542,0.237082067,0.666666667,0.001132232
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,0,0
541,0,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0.005639384,0.216216216,0.666666667,0.000812884
547,0,0,0,0
548,0.003962811,0.175824176,0.666666667,0.000464505
549,0.000457247,0.142857143,0.6,3.92E-05
550,0.000762079,0.142857143,0.666666667,7.26E-05
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,0,0
557,0,0,0,0
558,0.000762079,0.142857143,0.666666667,7.26E-05
559,0,0,0,0
560,0.000762079,0.142857143,0.6,6.53E-05
561,0,0,0,0
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0.001371742,0.142857143,0.6,0.000117578
571,0.002591068,0.159663866,0.6,0.00024822
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
585,0,0,0,0
586,0,0,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,0,0,0,0
593,0,0,0,0
594,0.007163542,0.191489362,0.666666667,0.000914495
595,0.01051669,0.231884058,0.666666667,0.001625769
596,0,0,0,0
597,0,0,0,0
598,0,0,0,0
599,0,0,0,0
600,0.012345679,0.232804233,0.666666667,0.001916084
601,0.011278768,0.277992278,0.666666667,0.002090274
602,0,0,0,0
603,0,0,0,0
604,0,0,0,0
605,0,0,0,0
606,0,0,0,0
607,0,0,0,0
608,0,0,0,0
609,0,0,0,0
610,0,0,0,0
611,0,0,0,0
612,0,0,0,0
613,0,0,0,0
614,0,0,0,0
615,0.007163542,0.167173252,0.666666667,0.000798368
616,0.01051669,0.233954451,0.666666667,0.001640284
617,0,0,0,0
618,0.0028959,0.233082707,0.6,0.000404991
619,0.002743484,0.317460317,0.533333333,0.000464505
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
632,0,0,0,0
633,0,0,0,0
634,0,0,0,0
635,0,0,0,0
636,0,0,0,0
637,0,0,0,0
638,0,0,0,0
639,0,0,0,0
640,0,0,0,0
641,0,0,0,0
642,0.002286237,0.295238095,0.666666667,0.00044999
643,0.002438653,0.321428571,0.666666667,0.000522568
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0.000304832,0.142857143,0.533333333,2.32E-05
649,0.000304832,0.142857143,0.6,2.61E-05
650,0,0,0,0
651,0,0,0,0
652,0,0,0,0
653,0,0,0,0
654,0.001066911,0.265306122,0.666666667,0.000188705
655,0.001066911,0.326530612,0.666666667,0.000232253
656,0,0,0,0
657,0,0,0,0
658,0,0,0,0
659,0,0,0,0
660,0,0,0,0
661,0,0,0,0
662,0,0,0,0
663,0.000152416,0.285714286,0.4375,1.91E-05
664,0,0,0,0
665,0,0,0,0
666,0.000304832,0.142857143,0.5,2.18E-05
667,0,0,0,0
668,0,0,0,0
669,0,0,0,0
670,0.000609663,0.214285714,0.5625,7.35E-05
671,0.000609663,0.214285714,0.5625,7.35E-05
672,0.015393995,0.297029703,0.75,0.003429355
673,0,0,0,0
674,0.014936747,0.246355685,0.625,0.002299845
675,0,0,0,0
676,0,0,0,0
677,0,0,0,0
678,0,0,0,0
679,0.004572474,0.257142857,0.625,0.000734862
680,0.004724889,0.281105991,0.625,0.000830122
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,0,0,0,0
687,0.012498095,0.273519164,0.75,0.002563851
688,0,0,0,0
689,0.011431184,0.232380952,0.625,0.001660243
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0.000304832,0.142857143,0.5625,2.45E-05
703,0,0,0,0
704,0.000304832,0.357142857,0.5625,6.12E-05
705,0,0,0,0
706,0,0,0,0
707,0,0,0,0
708,0,0,0,0
709,0.051211706,0.303571429,0.75,0.011659808
710,0.051973784,0.258483452,0.75,0.010075772
711,0,0,0,0
712,0.001981405,0.241758242,0.625,0.000299388
713,0.002286237,0.257142857,0.6875,0.000404174
714,0,0,0,0
715,0,0,0,0
716,0,0,0,0
717,0.043590916,0.360639361,0.75,0.01179045
718,0,0,0,0
719,0.04237159,0.283144913,0.75,0.008997975
720,0.000304832,0.428571429,0.5,6.53E-05
721,0.002133821,0.326530612,0.625,0.000435474
722,0.002286237,0.304761905,0.8125,0.000566116
723,0,0,0,0
724,0,0,0,0
725,0,0,0,0
726,0,0,0,0
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
732,0,0,0,0
733,0,0,0,0
734,0,0,0,0
735,0,0,0,0
736,0.000914495,0.452380952,0.5625,0.000232706
737,0.000914495,0.261904762,0.5625,0.000134725
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,0,0,0,0
742,0.0028959,0.345864662,0.75,0.000751192
743,0.002743484,0.317460317,0.75,0.00065321
744,0.000457247,0.333333333,0.625,9.53E-05
745,0,0,0,0
746,0.000152416,0.285714286,0.6875,2.99E-05
747,0.000914495,0.238095238,0.625,0.000136086
748,0,0,0,0
749,0.001066911,0.204081633,0.6875,0.000149694
750,0,0,0,0
751,0,0,0,0
752,0,0,0,0
753,0,0,0,0
754,0,0,0,0
755,0,0,0,0
756,0,0,0,0
757,0,0,0,0
758,0,0,0,0
759,0,0,0,0
760,0,0,0,0
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,0.000203221,0.142857143,0.5,1.45E-05
766,0,0,0,0
767,0,0,0,0
768,0,0,0,0
769,5.08E-05,0.285714286,0.357142857,5.18E-06
770,0,0,0,0
771,0.004267642,0.307823129,0.642857143,0.000844508
772,0,0,0,0
773,0.004978916,0.236151603,0.642857143,0.000755858
774,0,0,0,0
775,0,0,0,0
776,0,0,0,0
777,0,0,0,0
778,0.00665549,0.310796074,0.642857143,0.00132975
779,0.0067571,0.251342642,0.642857143,0.001091795
780,0.0125489,0.169462117,0.857142857,0.001822768
781,0,0,0,0
782,0.001524158,0.257142857,0.642857143,0.000251953
783,0,0,0,0
784,0.020525326,0.194483734,0.785714286,0.003136447
785,0.001016105,0.271428571,0.642857143,0.0001773
786,0.001676574,0.372294372,0.785714286,0.000490426
787,0,0,0,0
788,0.001676574,0.277056277,0.642857143,0.000298611
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,0,0,0,0
793,0.003708784,0.346379648,0.785714286,0.001009366
794,0.003403953,0.240938166,0.714285714,0.000585816
795,0,0,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,0,0,0,0
801,0.000101611,0.142857143,0.5,7.26E-06
802,0,0,0,0
803,0,0,0,0
804,0,0,0,0
805,0,0,0,0
806,0,0,0,0
807,0,0,0,0
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,0,0,0,0
813,0,0,0,0
814,0,0,0,0
815,0,0,0,0
816,0.027333232,0.259426447,0.857142857,0.006077969
817,0.000152416,0.238095238,0.571428571,2.07E-05
818,0.004470863,0.227272727,0.714285714,0.000725789
819,0,0,0,0
820,0,0,0,0
821,0,0,0,0
822,0,0,0,0
823,0.000152,0.142857143,0.785714286,1.71E-05
824,0.000152416,0.19047619,0.642857143,1.87E-05
825,0.008840116,0.188834154,0.714285714,0.001192368
826,0.017731037,0.198935735,0.714285714,0.002519526
827,0,0,0,0
828,0,0,0,0
829,0,0,0,0
830,0,0,0,0
831,0.001371742,0.211640212,0.857142857,0.000248842
832,0,0,0,0
833,0.000102,0.357142857,0.5,1.82E-05
834,0.013666616,0.17047265,0.714285714,0.001664132
835,0.000203221,0.25,0.5,2.54E-05
836,5.08E-05,0.142857143,0.642857143,4.67E-06
837,0.000254026,0.171428571,0.571428571,2.49E-05
838,0.016867347,0.193201377,0.714285714,0.00232771
839,0.000203221,0.142857143,0.785714286,2.28E-05
840,0,0,0,0
841,0.013615811,0.191897655,0.714285714,0.001866316
842,0.000101611,0.285714286,0.642857143,1.87E-05
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,0.008179647,0.342502218,0.857142857,0.002401326
847,0,0,0,0
848,0.002743484,0.243386243,0.785714286,0.000524642
849,0,0,0,0
850,0,0,0,0
851,0,0,0,0
852,0,0,0,0
853,5.08E-05,0.142857143,0.714285714,5.18E-06
854,0,0,0,0
855,0,0,0,0
856,0.016511711,0.27032967,0.714285714,0.00318829
857,0.01437789,0.236749117,0.714285714,0.002431395
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0.003556368,0.275510204,0.714285714,0.000699868
862,0,0,0,0
863,0.003353147,0.313852814,0.714285714,0.00075171
864,0,0,0,0
865,0,0,0,0
866,0,0,0,0
867,0,0,0,0
868,5.08E-05,0.142857143,0.357142857,2.59E-06
869,5.08E-05,0.285714286,0.285714286,4.15E-06
870,0,0,0,0
871,0,0,0,0
872,0,0,0,0
873,0.03078799,0.205799151,0.714285714,0.004525816
874,0.000203221,0.142857143,0.642857143,1.87E-05
875,0,0,0,0
876,0,0,0,0
877,0,0,0,0
878,0,0,0,0
879,0,0,0,0
880,0,0,0,0
881,0,0,0,0
882,0.009653,0.158646617,0.714285714,0.001093868
883,0.000152416,0.142857143,0.571428571,1.24E-05
884,0,0,0,0
885,0,0,0,0
886,0.031550069,0.242005981,0.857142857,0.006544547
887,0.023573642,0.256773399,0.785714286,0.004755995
888,0.001320937,0.225274725,0.714285714,0.000212553
889,0.01051669,0.195307108,0.714285714,0.001467132
890,0,0,0,0
891,0.009297363,0.225604996,0.857142857,0.001797884
892,0,0,0,0
893,0.004724889,0.274961598,0.785714286,0.001020771
894,0,0,0,0
895,0,0,0,0
896,0,0,0,0
897,0,0,0,0
898,0,0,0,0
899,0,0,0,0
900,0.001270132,0.205714286,0.714285714,0.000186632
901,0,0,0,0
902,0,0,0,0
903,0.016968958,0.216424294,0.785714286,0.002885532
904,0.012396484,0.197892272,0.785714286,0.001927489
905,0.000508053,0.142857143,0.785714286,5.70E-05
906,0,0,0,0
907,0,0,0,0
908,0,0,0,0
909,0,0,0,0
910,0,0,0,0
911,0,0,0,0
912,0.000304832,0.214285714,0.714285714,4.67E-05
913,0,0,0,0
914,0,0,0,0
915,0,0,0,0
916,0.000914495,0.30952381,0.785714286,0.000222403
917,0.001219326,0.273809524,0.714285714,0.000238474
918,0,0,0,0
919,0,0,0,0
920,0,0,0,0
921,0.001066911,0.292517007,0.714285714,0.000222921
922,0,0,0,0
923,0.001066911,0.285714286,0.714285714,0.000217737
924,0,0,0,0
925,0,0,0,0
926,0,0,0,0
927,0.005283747,0.171703297,0.714285714,0.000648026
928,0,0,0,0
929,0,0,0,0
930,0,0,0,0
931,0.006401463,0.206349206,0.857142857,0.001132232
932,0.001473353,0.325123153,0.785714286,0.000376374
933,0,0,0,0
934,0,0,0,0
935,0,0,0,0
936,0.001676574,0.268398268,0.857142857,0.000385705
937,0,0,0,0
938,0.001016105,0.285714286,0.714285714,0.000207368
939,0,0,0,0
940,0,0,0,0
941,0,0,0,0
942,0.000203221,0.25,0.714285714,3.63E-05
943,0,0,0,0
944,0,0,0,0
945,0,0,0,0
946,0,0,0,0
947,0,0,0,0
948,0,0,0,0
949,0,0,0,0
950,0,0,0,0
951,0,0,0,0
952,0.000254026,0.2,0.666666667,3.39E-05
953,5.08E-05,0.142857143,0.466666667,3.39E-06
954,0,0,0,0
955,5.08E-05,0.142857143,0.533333333,3.87E-06
956,5.08E-05,0.714285714,0.466666667,1.69E-05
957,0,0,0,0
958,0,0,0,0
959,0,0,0,0
960,0,0,0,0
961,0,0,0,0
962,0,0,0,0
963,0,0,0,0
964,0,0,0,0
965,0,0,0,0
966,0.002387847,0.145896657,0.533333333,0.000185802
967,0.0009653,0.383458647,0.533333333,0.000197415
968,0.004978916,0.186588921,0.6,0.000557406
969,0,0,0,0
970,0,0,0,0
971,0,0,0,0
972,0.036427374,0.191073919,0.733333333,0.005104235
973,0,0,0,0
974,0.000203221,0.142857143,0.6,1.74E-05
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,0,0,0,0
983,0,0,0,0
984,0,0,0,0
985,0,0,0,0
986,0,0,0,0
987,0,0,0,0
988,0,0,0,0
989,0,0,0,0
990,0,0,0,0
991,0,0,0,0
992,0,0,0,0
993,0.003505563,0.15320911,0.666666667,0.000358056
994,0,0,0,0
995,0.0048265,0.204511278,0.6,0.000592244
996,0,0,0,0
997,0,0,0,0
998,0,0,0,0
999,0,0,0,0
1000,0,0,0,0
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1004,0,0,0,0
1005,0,0,0,0
1006,0.005080526,0.284285714,0.6,0.000866593
1007,0.005283747,0.271978022,0.666666667,0.000958042
1008,0.01244729,0.166763848,0.733333333,0.001522223
1009,0,0,0,0
1010,0,0,0,0
1011,0,0,0,0
1012,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,0,0,0,0
1016,0,0,0,0
1017,0.029263832,0.204613095,0.666666667,0.003991842
1018,0,0,0,0
1019,5.08E-05,0.142857143,0.6,4.35E-06
1020,0,0,0,0
1021,0,0,0,0
1022,0,0,0,0
1023,0.016816542,0.195511437,0.8,0.002630261
1024,0,0,0,0
1025,0,0,0,0
1026,0.008992532,0.1614205,0.666666667,0.000967719
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,0,0,0,0
1031,0,0,0,0
1032,0,0,0,0
