config_name,config_id,dU,dV,dW,sigma,n_samples,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I
FINAL_RMT_3954_Type1_Control,0,1.0,1.0,1.0,8.0,500000,107926,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_Control,0,1.0,1.0,1.0,9.0,500000,99097,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_Control,0,1.0,1.0,1.0,10.0,500000,91995,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.1,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.2,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.3,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.4,500000,499876,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.5,500000,498732,29,29,29,0,0,0.0058,0.0058,0.0058
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.58,500000,496006,200,200,200,0,0,0.04,0.04,0.04
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.6,500000,495049,306,306,306,0,0,0.0612,0.0612,0.0612
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.7,500000,488877,1133,1133,1133,0,0,0.2266,0.2266,0.2266
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.8,500000,480598,2737,2737,2737,0,0,0.5474,0.5474,0.5474
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,0.9,500000,471253,5188,5188,5188,0,0,1.0376,1.0376,1.0376
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.0,500000,461448,8374,8374,8374,0,0,1.6748,1.6748,1.6748
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.1,500000,450966,11446,11446,11446,0,0,2.2892,2.2892,2.2892
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.2,500000,439833,14498,14498,14498,0,0,2.8996,2.8996,2.8996
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.3,500000,428013,17406,17406,17406,0,0,3.4812,3.4812,3.4812
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.4,500000,415585,19871,19871,19871,0,0,3.9742,3.9742,3.9742
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.5,500000,402914,21874,21874,21874,0,0,4.3748,4.3748,4.3748
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.6,500000,389868,23609,23609,23609,0,0,4.7218,4.7218,4.7218
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,1.8,500000,364012,26154,26154,26154,0,0,5.2308,5.2308,5.2308
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,2.0,500000,339351,27573,27573,27573,0,0,5.5146,5.5146,5.5146
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,2.2,500000,316290,28227,28227,28227,0,0,5.6454,5.6454,5.6454
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,2.4,500000,295017,28382,28382,28382,0,0,5.6764,5.6764,5.6764
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,2.6,500000,276069,28256,28256,28256,0,0,5.6512,5.6512,5.6512
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,2.8,500000,259145,27953,27953,27953,0,0,5.5906,5.5906,5.5906
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,3.0,500000,244038,27471,27471,27471,0,0,5.4942,5.4942,5.4942
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,3.2,500000,230592,27151,27151,27151,0,0,5.4302,5.4302,5.4302
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,3.4,500000,218627,26725,26725,26725,0,0,5.345,5.345,5.345
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,3.6,500000,207970,26317,26317,26317,0,0,5.2634,5.2634,5.2634
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,3.8,500000,198315,25813,25813,25813,0,0,5.1626,5.1626,5.1626
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,4.0,500000,189657,25346,25346,25346,0,0,5.0692,5.0692,5.0692
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,4.5,500000,171077,24414,24414,24414,0,0,4.8828,4.8828,4.8828
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,5.0,500000,156303,23423,23423,23423,0,0,4.6846,4.6846,4.6846
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,5.5,500000,144217,22563,22563,22563,0,0,4.5126,4.5126,4.5126
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,6.0,500000,134388,21878,21878,21878,0,0,4.3756,4.3756,4.3756
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,7.0,500000,119170,20574,20574,20574,0,0,4.1148,4.1148,4.1148
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,8.0,500000,107926,19577,19577,19577,0,0,3.9154,3.9154,3.9154
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,9.0,500000,99097,18602,18602,18602,0,0,3.7204,3.7204,3.7204
FINAL_RMT_3954_Type1_UFast_Unequal1,1,10.0,1.0,1.0,10.0,500000,91995,17853,17853,17853,0,0,3.5706,3.5706,3.5706
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.1,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.2,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.3,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.4,500000,499876,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.5,500000,498732,31,31,31,0,0,0.0062,0.0062,0.0062
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.58,500000,496006,209,209,209,0,0,0.0418,0.0418,0.0418
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.6,500000,495049,321,321,321,0,0,0.0642,0.0642,0.0642
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.7,500000,488877,1157,1157,1157,0,0,0.2314,0.2314,0.2314
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.8,500000,480598,2805,2805,2805,0,0,0.561,0.561,0.561
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,0.9,500000,471253,5290,5290,5290,0,0,1.058,1.058,1.058
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.0,500000,461448,8512,8512,8512,0,0,1.7024,1.7024,1.7024
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.1,500000,450966,11598,11598,11598,0,0,2.3196,2.3196,2.3196
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.2,500000,439833,14698,14698,14698,0,0,2.9396,2.9396,2.9396
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.3,500000,428013,17593,17593,17593,0,0,3.5186,3.5186,3.5186
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.4,500000,415585,20072,20072,20072,0,0,4.0144,4.0144,4.0144
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.5,500000,402914,22095,22095,22095,0,0,4.419,4.419,4.419
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.6,500000,389868,23848,23848,23848,0,0,4.7696,4.7696,4.7696
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,1.8,500000,364012,26360,26360,26360,0,0,5.272,5.272,5.272
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,2.0,500000,339351,27778,27778,27778,0,0,5.5556,5.5556,5.5556
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,2.2,500000,316290,28436,28436,28436,0,0,5.6872,5.6872,5.6872
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,2.4,500000,295017,28572,28572,28572,0,0,5.7144,5.7144,5.7144
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,2.6,500000,276069,28407,28407,28407,0,0,5.6814,5.6814,5.6814
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,2.8,500000,259145,28094,28094,28094,0,0,5.6188,5.6188,5.6188
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,3.0,500000,244038,27634,27634,27634,0,0,5.5268,5.5268,5.5268
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,3.2,500000,230592,27282,27282,27282,0,0,5.4564,5.4564,5.4564
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,3.4,500000,218627,26842,26842,26842,0,0,5.3684,5.3684,5.3684
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,3.6,500000,207970,26450,26450,26450,0,0,5.29,5.29,5.29
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,3.8,500000,198315,25917,25917,25917,0,0,5.1834,5.1834,5.1834
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,4.0,500000,189657,25450,25450,25450,0,0,5.09,5.09,5.09
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,4.5,500000,171077,24486,24486,24486,0,0,4.8972,4.8972,4.8972
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,5.0,500000,156303,23512,23512,23512,0,0,4.7024,4.7024,4.7024
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,5.5,500000,144217,22624,22624,22624,0,0,4.5248,4.5248,4.5248
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,6.0,500000,134388,21927,21927,21927,0,0,4.3854,4.3854,4.3854
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,7.0,500000,119170,20626,20626,20617,9,0,4.1252,4.1252,4.1234
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,8.0,500000,107926,19613,19613,19571,42,0,3.9226,3.9226,3.9142
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,9.0,500000,99097,18634,18634,18513,121,0,3.7268,3.7268,3.7026
FINAL_RMT_3954_Type1_UFast_Unequal2,2,1.0,0.1,0.1,10.0,500000,91995,17893,17893,17643,250,0,3.5786,3.5786,3.5286
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.1,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.2,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.3,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.4,500000,499876,5,5,5,0,0,0.001,0.001,0.001
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.5,500000,498732,108,108,108,0,0,0.0216,0.0216,0.0216
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.58,500000,496006,569,569,569,0,0,0.1138,0.1138,0.1138
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.6,500000,495049,774,774,774,0,0,0.1548,0.1548,0.1548
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.7,500000,488877,2390,2390,2390,0,0,0.478,0.478,0.478
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.8,500000,480598,5459,5459,5459,0,0,1.0918,1.0918,1.0918
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,0.9,500000,471253,9728,9728,9728,0,0,1.9456,1.9456,1.9456
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.0,500000,461448,14738,14738,14738,0,0,2.9476,2.9476,2.9476
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.1,500000,450966,19705,19705,19705,0,0,3.941,3.941,3.941
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.2,500000,439833,24460,24460,24460,0,0,4.892,4.892,4.892
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.3,500000,428013,28640,28640,28640,0,0,5.728,5.728,5.728
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.4,500000,415585,32276,32276,32276,0,0,6.4552,6.4552,6.4552
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.5,500000,402914,35410,35410,35410,0,0,7.082,7.082,7.082
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.6,500000,389868,37878,37878,37878,0,0,7.5756,7.5756,7.5756
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,1.8,500000,364012,41268,41268,41268,0,0,8.2536,8.2536,8.2536
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,2.0,500000,339351,42928,42928,42928,0,0,8.5856,8.5856,8.5856
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,2.2,500000,316290,43537,43537,43537,0,0,8.7074,8.7074,8.7074
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,2.4,500000,295017,43303,43303,43303,0,0,8.6606,8.6606,8.6606
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,2.6,500000,276069,42842,42842,42842,0,0,8.5684,8.5684,8.5684
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,2.8,500000,259145,42352,42352,42352,0,0,8.4704,8.4704,8.4704
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,3.0,500000,244038,41437,41437,41437,0,0,8.2874,8.2874,8.2874
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,3.2,500000,230592,40822,40822,40822,0,0,8.1644,8.1644,8.1644
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,3.4,500000,218627,39960,39960,39960,0,0,7.992,7.992,7.992
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,3.6,500000,207970,39143,39143,39143,0,0,7.8286,7.8286,7.8286
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,3.8,500000,198315,38330,38330,38330,0,0,7.666,7.666,7.666
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,4.0,500000,189657,37516,37516,37516,0,0,7.5032,7.5032,7.5032
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,4.5,500000,171077,35666,35666,35666,0,0,7.1332,7.1332,7.1332
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,5.0,500000,156303,33916,33916,33916,0,0,6.7832,6.7832,6.7832
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,5.5,500000,144217,32447,32447,32447,0,0,6.4894,6.4894,6.4894
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,6.0,500000,134388,31111,31111,31111,0,0,6.2222,6.2222,6.2222
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,7.0,500000,119170,28866,28866,28866,0,0,5.7732,5.7732,5.7732
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,8.0,500000,107926,27145,27145,27145,0,0,5.429,5.429,5.429
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,9.0,500000,99097,25537,25537,25537,0,0,5.1074,5.1074,5.1074
FINAL_RMT_3954_Type1_UFast_Unequal3,3,10.0,0.1,1.0,10.0,500000,91995,24258,24258,24258,0,0,4.8516,4.8516,4.8516
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.1,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.2,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.3,500000,500000,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.4,500000,499876,7,7,7,0,0,0.0014,0.0014,0.0014
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.5,500000,498732,122,122,122,0,0,0.0244,0.0244,0.0244
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.58,500000,496006,620,620,620,0,0,0.124,0.124,0.124
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.6,500000,495049,892,892,892,0,0,0.1784,0.1784,0.1784
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.7,500000,488877,2686,2686,2686,0,0,0.5372,0.5372,0.5372
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.8,500000,480598,6057,6057,6057,0,0,1.2114,1.2114,1.2114
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,0.9,500000,471253,10756,10756,10756,0,0,2.1512,2.1512,2.1512
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.0,500000,461448,16321,16321,16321,0,0,3.2642,3.2642,3.2642
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.1,500000,450966,21858,21858,21858,0,0,4.3716,4.3716,4.3716
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.2,500000,439833,27338,27338,27338,0,0,5.4676,5.4676,5.4676
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.3,500000,428013,32251,32251,32251,0,0,6.4502,6.4502,6.4502
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.4,500000,415585,36584,36584,36584,0,0,7.3168,7.3168,7.3168
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.5,500000,402914,40267,40267,40267,0,0,8.0534,8.0534,8.0534
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.6,500000,389868,43239,43239,43239,0,0,8.6478,8.6478,8.6478
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,1.8,500000,364012,47439,47439,47439,0,0,9.4878,9.4878,9.4878
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,2.0,500000,339351,50187,50187,50187,0,0,10.0374,10.0374,10.0374
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,2.2,500000,316290,51492,51492,51492,0,0,10.2984,10.2984,10.2984
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,2.4,500000,295017,51959,51959,51959,0,0,10.3918,10.3918,10.3918
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,2.6,500000,276069,52293,52293,52293,0,0,10.4586,10.4586,10.4586
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,2.8,500000,259145,52358,52358,52358,0,0,10.4716,10.4716,10.4716
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,3.0,500000,244038,51885,51885,51885,0,0,10.377,10.377,10.377
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,3.2,500000,230592,51444,51444,51444,0,0,10.2888,10.2888,10.2888
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,3.4,500000,218627,50959,50959,50959,0,0,10.1918,10.1918,10.1918
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,3.6,500000,207970,50434,50434,50434,0,0,10.0868,10.0868,10.0868
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,3.8,500000,198315,49870,49870,49870,0,0,9.974,9.974,9.974
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,4.0,500000,189657,49325,49325,49325,0,0,9.865,9.865,9.865
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,4.5,500000,171077,47774,47774,47774,0,0,9.5548,9.5548,9.5548
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,5.0,500000,156303,46404,46404,46404,0,0,9.2808,9.2808,9.2808
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,5.5,500000,144217,45252,45252,45252,0,0,9.0504,9.0504,9.0504
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,6.0,500000,134388,44264,44264,44264,0,0,8.8528,8.8528,8.8528
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,7.0,500000,119170,42320,42320,42320,0,0,8.464,8.464,8.464
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,8.0,500000,107926,40695,40695,40695,0,0,8.139,8.139,8.139
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,9.0,500000,99097,39213,39213,39213,0,0,7.8426,7.8426,7.8426
FINAL_RMT_3954_Type1_UFast_Unequal4,4,10.0,1.0,0.1,10.0,500000,91995,37851,37851,37851,0,0,7.5702,7.5702,7.5702
